,Series,Key,Description
1153,SBN2024,PDCAFNMAFHLMC-FDL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1154,SBN2024,PDCAFNMAFHLMC-FRL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1155,SBN2024,PDCAFHLMCNONUMBS-DR25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1156,SBN2024,PDCAFHLMCNONUMBS-OUT25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1157,SBN2024,PDCAFNMAFHLMC-DR25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1158,SBN2024,PDCAFNMAFHLMC-OUT25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1159,SBN2024,PDCAFHLMCNONUMBS-DR30,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1160,SBN2024,PDCAFHLMCNONUMBS-OUT30,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1161,SBN2024,PDCAFNMAFHLMC-DR30,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1162,SBN2024,PDCAFNMAFHLMC-OUT30,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1163,SBN2024,PDCAFHLMCNONUMBS-DR35,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1164,SBN2024,PDCAFHLMCNONUMBS-OUT35,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1165,SBN2024,PDCAFNMAFHLMC-DR35,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1166,SBN2024,PDCAFNMAFHLMC-OUT35,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1167,SBN2024,PDCAFHLMCNONUMBS-DR40,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1168,SBN2024,PDCAFHLMCNONUMBS-OUT40,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1169,SBN2024,PDCAFNMAFHLMC-DR40,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1170,SBN2024,PDCAFNMAFHLMC-OUT40,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1171,SBN2024,PDCAFHLMCNONUMBS-DR45,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1172,SBN2024,PDCAFHLMCNONUMBS-OUT45,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1173,SBN2024,PDCAFNMAFHLMC-DR45,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1174,SBN2024,PDCAFNMAFHLMC-OUT45,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1175,SBN2024,PDCAFHLMCNONUMBS-DR50,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1176,SBN2024,PDCAFHLMCNONUMBS-OUT50,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1177,SBN2024,PDCAFNMAFHLMC-DR50,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1178,SBN2024,PDCAFNMAFHLMC-OUT50,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1179,SBN2024,PDCAFHLMCNONUMBS-DR55,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1180,SBN2024,PDCAFHLMCNONUMBS-OUT55,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1181,SBN2024,PDCAFNMAFHLMC-DR55,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1182,SBN2024,PDCAFNMAFHLMC-OUT55,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1183,SBN2024,PDCAFHLMCNONUMBS-DR60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1184,SBN2024,PDCAFHLMCNONUMBS-OUT60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1185,SBN2024,PDCAFNMAFHLMC-DR60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1186,SBN2024,PDCAFNMAFHLMC-OUT60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1187,SBN2024,PDCAFHLMCNONUMBS-DRG60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1188,SBN2024,PDCAFHLMCNONUMBS-OUTG60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1189,SBN2024,PDCAFNMAFHLMC-DRG60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1190,SBN2024,PDCAFNMAFHLMC-OUTG60,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1191,SBN2024,PDCAFHLMCNONUMBS-DRL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1192,SBN2024,PDCAFHLMCNONUMBS-OUTL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1193,SBN2024,PDCAFNMAFHLMC-DRL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1194,SBN2024,PDCAFNMAFHLMC-OUTL25,"CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1195,SBN2024,PDCBFHLMCNONUMBS-FD20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1196,SBN2024,PDCBFHLMCNONUMBS-FR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1197,SBN2024,PDCBFNMAFHLMC-FD20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1198,SBN2024,PDCBFNMAFHLMC-FR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1199,SBN2024,PDCBFHLMCNONUMBS-FD25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1200,SBN2024,PDCBFHLMCNONUMBS-FR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1201,SBN2024,PDCBFNMAFHLMC-FD25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1202,SBN2024,PDCBFNMAFHLMC-FR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1203,SBN2024,PDCBFHLMCNONUMBS-FD30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1204,SBN2024,PDCBFHLMCNONUMBS-FR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1205,SBN2024,PDCBFNMAFHLMC-FD30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1206,SBN2024,PDCBFNMAFHLMC-FR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1207,SBN2024,PDCBFHLMCNONUMBS-FD35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1208,SBN2024,PDCBFHLMCNONUMBS-FR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1209,SBN2024,PDCBFNMAFHLMC-FD35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1210,SBN2024,PDCBFNMAFHLMC-FR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1211,SBN2024,PDCBFHLMCNONUMBS-FD40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1212,SBN2024,PDCBFHLMCNONUMBS-FR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1213,SBN2024,PDCBFNMAFHLMC-FD40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1214,SBN2024,PDCBFNMAFHLMC-FR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1215,SBN2024,PDCBFHLMCNONUMBS-FD45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1216,SBN2024,PDCBFHLMCNONUMBS-FR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1217,SBN2024,PDCBFNMAFHLMC-FD45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1218,SBN2024,PDCBFNMAFHLMC-FR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1219,SBN2024,PDCBFHLMCNONUMBS-FD50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1220,SBN2024,PDCBFHLMCNONUMBS-FR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1221,SBN2024,PDCBFNMAFHLMC-FD50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1222,SBN2024,PDCBFNMAFHLMC-FR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1223,SBN2024,PDCBFHLMCNONUMBS-FD55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1224,SBN2024,PDCBFHLMCNONUMBS-FR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1225,SBN2024,PDCBFNMAFHLMC-FD55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1226,SBN2024,PDCBFNMAFHLMC-FR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1227,SBN2024,PDCBFHLMCNONUMBS-FDG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1228,SBN2024,PDCBFHLMCNONUMBS-FRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1229,SBN2024,PDCBFNMAFHLMC-FDG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1230,SBN2024,PDCBFNMAFHLMC-FRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1231,SBN2024,PDCBFHLMCNONUMBS-FDL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER"
1232,SBN2024,PDCBFHLMCNONUMBS-FRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE"
1233,SBN2024,PDCBFNMAFHLMC-FDL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER"
1234,SBN2024,PDCBFNMAFHLMC-FRL20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE"
1235,SBN2024,PDCBFHLMCNONUMBS-DR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1236,SBN2024,PDCBFHLMCNONUMBS-OUT20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1237,SBN2024,PDCBFNMAFHLMC-DR20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1238,SBN2024,PDCBFNMAFHLMC-OUT20,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1239,SBN2024,PDCBFHLMCNONUMBS-DR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1240,SBN2024,PDCBFHLMCNONUMBS-OUT25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1241,SBN2024,PDCBFNMAFHLMC-DR25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1242,SBN2024,PDCBFNMAFHLMC-OUT25,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1243,SBN2024,PDCBFHLMCNONUMBS-DR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1244,SBN2024,PDCBFHLMCNONUMBS-OUT30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1245,SBN2024,PDCBFNMAFHLMC-DR30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1246,SBN2024,PDCBFNMAFHLMC-OUT30,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1247,SBN2024,PDCBFHLMCNONUMBS-DR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1248,SBN2024,PDCBFHLMCNONUMBS-OUT35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1249,SBN2024,PDCBFNMAFHLMC-DR35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1250,SBN2024,PDCBFNMAFHLMC-OUT35,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1251,SBN2024,PDCBFHLMCNONUMBS-DR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1252,SBN2024,PDCBFHLMCNONUMBS-OUT40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1253,SBN2024,PDCBFNMAFHLMC-DR40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1254,SBN2024,PDCBFNMAFHLMC-OUT40,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1255,SBN2024,PDCBFHLMCNONUMBS-DR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1256,SBN2024,PDCBFHLMCNONUMBS-OUT45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1257,SBN2024,PDCBFNMAFHLMC-DR45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1258,SBN2024,PDCBFNMAFHLMC-OUT45,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1259,SBN2024,PDCBFHLMCNONUMBS-DR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1260,SBN2024,PDCBFHLMCNONUMBS-OUT50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1261,SBN2024,PDCBFNMAFHLMC-DR50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1262,SBN2024,PDCBFNMAFHLMC-OUT50,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1263,SBN2024,PDCBFHLMCNONUMBS-DR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1264,SBN2024,PDCBFHLMCNONUMBS-OUT55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1265,SBN2024,PDCBFNMAFHLMC-DR55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1266,SBN2024,PDCBFNMAFHLMC-OUT55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
1267,SBN2024,PDCBFHLMCNONUMBS-DRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL"
1268,SBN2024,PDCBFHLMCNONUMBS-OUTG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT"
1269,SBN2024,PDCBFNMAFHLMC-DRG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL"
1270,SBN2024,PDCBFNMAFHLMC-OUTG55,"CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT"
